# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

power-shoulder blouse | 0.85 | 0.55-0.85 | silk,polyester
padded-shoulder shirt | 0.80 | 0.55-0.85 | polyester,silk
draped wrap top | 0.70 | 0.55-0.85 | silk,satin
bold-shoulder pullover | 0.65 | 0.55-0.8 | wool,cashmere
ruched off-shoulder top | 0.60 | 0.55-0.85 | satin,polyester
high-collar blouse | 0.60 | 0.55-0.85 | silk,polyester
structured bodysuit | 0.55 | 0.55-0.85 | jersey,polyester
sequinned shell top | 0.55 | 0.6-0.85 | sequin
mock-neck pullover | 0.50 | 0.55-0.8 | wool,cashmere
sleeveless shell top | 0.55 | 0.55-0.85 | silk,polyester
bold ribbed turtleneck | 0.50 | 0.55-0.8 | wool,cashmere
sharp-shoulder button-down | 0.55 | 0.6-0.85 | cotton,polyester
