# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

bandage mini skirt | 0.85 | 0.55-0.85 | jersey,polyester
ruched mini skirt | 0.80 | 0.55-0.85 | satin,polyester
structured mini skirt | 0.75 | 0.55-0.85 | wool,crepe,leather
mini skirt | 0.80 | 0.55-0.85 | wool,leather,polyester
short pencil skirt | 0.70 | 0.6-0.85 | wool,polyester,crepe
draped mini skirt | 0.65 | 0.55-0.85 | satin,polyester
pleated mini skirt | 0.55 | 0.55-0.85 | polyester,wool
mock croc mini skirt | 0.55 | 0.6-0.85 | leather
box-pleat mini skirt | 0.50 | 0.55-0.85 | wool,polyester
short A-line skirt | 0.50 | 0.55-0.85 | wool,polyester
wrap mini skirt | 0.50 | 0.55-0.85 | wool,silk
