# element: foreground_element
# format: name | probability | coverage_range | texture

phone checked for the departure | 0.7 | 0.05-0.2 | lit screen
shopping bag set down on the paving | 0.6 | 0.05-0.2 | slumped carrier bag
hand gripping the shelter frame | 0.45 | 0.05-0.15 | cold metal
coat collar pulled up | 0.55 | 0.1-0.3 | creased fabric
breath visible in the cold | 0.4 | 0.05-0.2 | faint vapour
bag strap across the chest | 0.5 | 0.1-0.3 | worn webbing
looking down the road for the bus | 0.6 | 0.1-0.3 | turned shoulder
umbrella held closed | 0.45 | 0.05-0.2 | wet fabric
foot resting on the kerb | 0.4 | 0.05-0.2 | scuffed shoe
ticket held ready | 0.35 | 0.02-0.08 | folded slip
hood pulled forward against the wind | 0.45 | 0.1-0.3 | flapping edge
