# element: props
# format: name | probability | coverage_range | texture

stickers on the shelter glass | 0.55 | 0.02-0.1 | half-peeled stickers
cigarette ends by the bench | 0.45 | 0.02-0.08 | trodden filters
advertising poster in a frame | 0.6 | 0.1-0.3 | sun-bleached print
timetable page behind glass | 0.65 | 0.05-0.2 | curled paper
coffee cup left on the bench | 0.45 | 0.03-0.1 | stained lid
free newspaper on the seat | 0.5 | 0.05-0.15 | creased newsprint
chewing gum marks on the paving | 0.4 | 0.02-0.08 | flattened grey spots
graffiti tag on the panel | 0.4 | 0.05-0.15 | marker scrawl
ticket in a gloved hand | 0.35 | 0.02-0.06 | printed slip
bottle in the bin opening | 0.35 | 0.02-0.08 | scratched plastic
leaflet stuck to the wet slab | 0.3 | 0.02-0.06 | soaked paper
