# element: background
# format: name | probability | coverage_range | texture

bus shelter with glass panels | 1.0 | 0.4-0.8 | scratched perspex
street with parked cars | 0.9 | 0.4-0.8 | tarmac with kerbs
row of houses across the road | 0.75 | 0.3-0.6 | rendered facades
hedge behind the shelter | 0.6 | 0.2-0.5 | untrimmed foliage
shop fronts further along | 0.55 | 0.2-0.5 | mixed signage
bare street trees along the kerb | 0.6 | 0.2-0.5 | thin trunks
zebra crossing down the road | 0.45 | 0.15-0.4 | worn white stripes
apartment block behind | 0.55 | 0.3-0.6 | balconies in rows
road sign on a post | 0.5 | 0.1-0.3 | reflective face
bus approaching in the distance | 0.4 | 0.15-0.4 | blurred front panel
overhead tram wires | 0.35 | 0.1-0.3 | thin cables
