# element: background
# format: name | probability | coverage_range | texture

queen bed with a plain comforter | 1.0 | 0.4-0.8 | wrinkled solid color
dresser with a wide mirror | 0.8 | 0.3-0.6 | clutter along the top
window with bent mini blinds | 0.7 | 0.2-0.5 | one slat kinked
closet with sliding doors | 0.65 | 0.25-0.5 | one door off its track
wall with framed family photos | 0.6 | 0.2-0.45 | mixed frame styles
TV on the dresser | 0.55 | 0.15-0.35 | remote lost in the sheets
laundry hamper in the corner | 0.6 | 0.1-0.3 | overflowing lid
nightstand with a lamp | 0.75 | 0.15-0.35 | water ring marks
headboard against the wall | 0.6 | 0.2-0.45 | scuffed veneer
ceiling fan overhead | 0.65 | 0.1-0.3 | dust-lined blades
bedroom door with a robe hook | 0.5 | 0.15-0.4 | robe slumped on it
