# slot: footwear
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

chalked bare feet | 0.95 | 0.0-0.2 | cotton
no-show socks | 0.75 | 0.0-0.2 | cotton,nylon
ankle athletic socks | 0.65 | 0.0-0.2 | cotton,nylon
#color# trampoline shoes | 0.55 | 0.0-0.2 | canvas
#color# beam slippers | 0.50 | 0.0-0.2 | leather,canvas
#color# team slides | 0.75 | 0.0-0.2 | rubber,nylon
#color# slide sandals | 0.65 | 0.0-0.2 | rubber
#color# low-top trainers | 0.50 | 0.0-0.2 | canvas,polyester
#color# flip-flops | 0.55 | 0.0-0.2 | rubber
#color# velcro warm-up sneakers | 0.40 | 0.0-0.2 | canvas,polyester
