# element: midground
# format: name | probability | coverage_range | texture

faux-wood laminate dining table | 1.0 | 0.3-0.6 | melamine wood-print top
two-person booth across aisle | 0.9 | 0.3-0.6 | mirrored seat unit
tray-return station with bins | 0.85 | 0.2-0.4 | stainless rack with trash slots
high-top counter with stools | 0.65 | 0.2-0.5 | tall laminate ledge
fountain-drink self-serve island | 0.85 | 0.3-0.6 | stainless beverage tower
order pickup counter ahead | 0.8 | 0.3-0.6 | backlit menu and counter
condiment station cart | 0.75 | 0.1-0.3 | open metal dispenser stand
kids meal table with low chairs | 0.5 | 0.2-0.4 | shorter family booth
trash-return zone with sorting bins | 0.85 | 0.2-0.4 | stainless waste enclosure
play-area glass divider | 0.4 | 0.2-0.4 | floor-to-ceiling pane
