# element: background
# format: name | probability | coverage_range | texture

blush pink padded fabric wall | 1.0 | 0.7-1.0 | softly tufted velvet upholstery
mirror tiled accent wall | 0.85 | 0.6-1.0 | softly antiqued reflective glass
deep rose painted plaster wall | 0.85 | 0.7-1.0 | smoothly washed warm pigment
champagne grasscloth wall covering | 0.8 | 0.6-1.0 | softly woven natural fiber
black and white striped wallpaper | 0.65 | 0.6-1.0 | crisply printed bold pattern
hot pink lacquered glossy wall | 0.55 | 0.6-1.0 | mirror polished bright finish
ivory padded silk wall panels | 0.75 | 0.6-1.0 | softly buttoned lustrous fabric
patterned damask wallpapered wall | 0.7 | 0.6-1.0 | softly raised flocked print
gold leaf accent wall | 0.6 | 0.6-1.0 | softly burnished metallic sheen
peach satin draped backdrop | 0.65 | 0.6-1.0 | softly draped lustrous cloth
black velvet flocked wallpaper | 0.55 | 0.6-1.0 | softly napped patterned fabric
art deco geometric wallpaper | 0.55 | 0.6-1.0 | crisply printed metallic pattern
