# element: foreground_element
# format: name | probability | coverage_range | texture

open locker door with magnets inside | 0.85 | 0.15-0.3 | painted steel with stickers
crumpled paper on linoleum floor | 0.7 | 0.05-0.15 | wadded notebook page
backpack dropped against locker | 0.8 | 0.1-0.25 | nylon strap pile
combination padlock dangling | 0.7 | 0.05-0.15 | brushed silver shackle
spilled folder of loose papers | 0.55 | 0.1-0.25 | scattered worksheets
puddle of cafeteria juice spill | 0.4 | 0.05-0.15 | sticky drying liquid
sneaker scuff mark on floor | 0.7 | 0.1-0.2 | black rubber streak
gum wad stuck to locker base | 0.5 | 0.02-0.08 | grey hardened blob
loose flyer fallen on floor | 0.6 | 0.05-0.15 | bent printed sheet
wet floor caution cone | 0.45 | 0.05-0.15 | yellow plastic A-frame
