# element: props
# format: name | probability | coverage_range | texture

prom poster taped to wall | 0.8 | 0.05-0.15 | glossy printed cardstock
yearbook order flyer | 0.6 | 0.05-0.1 | folded printer paper
homecoming dance sign | 0.6 | 0.05-0.15 | construction paper banner
bake sale flyer half torn | 0.55 | 0.05-0.1 | thumb-tack-holed sheet
spirit week schedule poster | 0.5 | 0.05-0.15 | marker on poster board
class schedule taped inside locker | 0.7 | 0.05-0.1 | wrinkled photocopy
magnetic mirror inside locker | 0.7 | 0.05-0.15 | small plastic-framed glass
Polaroid photo strip in locker | 0.6 | 0.05-0.1 | curling instant film
empty Gatorade bottle on floor | 0.55 | 0.05-0.1 | crushed plastic
folded note left near locker | 0.4 | 0.02-0.05 | lined paper triangle
bus schedule taped to wall | 0.5 | 0.05-0.1 | laminated printout
ASB sticker on locker | 0.55 | 0.02-0.08 | peeling vinyl decal
