# element: architecture_detail
# format: name | probability | coverage_range | texture

palm-thatch cabana-roof bundle | 1.0 | 0.2-0.5 | dried fronded layered cover
mosaic-tile pool-edge inlay | 0.95 | 0.2-0.5 | colored ceramic chip border
curved tile coping lip | 0.85 | 0.2-0.4 | glazed blue ceramic edge
wooden tiki-post column | 0.7 | 0.1-0.3 | wrapped natural cane
coral-stone retaining wall | 0.7 | 0.2-0.4 | porous cream limestone
striped-canopy beam shade | 0.7 | 0.15-0.3 | painted wood support
arched-doorway stuccoed entry | 0.7 | 0.1-0.3 | painted curved opening
hibiscus-mural panel | 0.55 | 0.2-0.4 | bright tropical floral artwork
seashell-mosaic fountain trim | 0.55 | 0.1-0.3 | embedded shell pattern
lantern-string overhead line | 0.65 | 0.1-0.3 | bulb-strung warm chain
