# element: architecture_detail
# format: name | probability | coverage_range | texture

exposed-steel I-beam ceiling truss | 1.0 | 0.1-0.3 | riveted painted structural girder
salvaged industrial pendant cage halo | 0.85 | 0.05-0.15 | wire-cage bulb glow
painted exposed conduit raceway | 0.85 | 0.05-0.15 | color-coded utility run
salvaged-skylight wired-glass panel | 0.7 | 0.1-0.3 | industrial wired-pane glow
riveted-column foot detail | 0.7 | 0.02-0.1 | bolted steel base plate
salvaged-pulley track ceiling fixture | 0.55 | 0.05-0.15 | industrial pulley remnant
painted column-corner reveal | 0.55 | 0.02-0.1 | softly scuffed plaster edge
salvaged-mill window mullion | 0.7 | 0.05-0.15 | weathered wood divider
track-light spotlight rail | 0.7 | 0.05-0.15 | row of adjustable spots
painted ceiling-edge halo line | 0.5 | 0.02-0.1 | softly accented edge wash
salvaged-factory door-frame edge | 0.55 | 0.05-0.15 | weathered industrial casing
ceiling-mounted speaker grille flush | 0.5 | 0.02-0.08 | circular perforated disk
