# element: foreground_element
# format: name | probability | coverage_range | texture

spinning slightly in the chair | 0.6 | 0.1-0.3 | hand on the armrest
coffee mug lifted mid-sip | 0.6 | 0.05-0.15 | steam over the rim
leaning on the cubicle wall to chat | 0.6 | 0.1-0.3 | arms folded on the rail
headset pushed back off one ear | 0.5 | 0.05-0.15 | foam pad askew
phone checked below desk level | 0.5 | 0.05-0.15 | screen glow on the lap
lanyard hanging over the shirt | 0.55 | 0.05-0.15 | swinging badge
stretching back from the keyboard | 0.5 | 0.1-0.3 | arms behind the head
stack of folders carried past | 0.45 | 0.1-0.25 | papers sliding
sticky note held up to read | 0.4 | 0.03-0.1 | scribbled reminder
cardigan pulled against the AC | 0.5 | 0.1-0.3 | sleeves pushed up
birthday cake slice on a paper plate | 0.35 | 0.05-0.12 | plastic fork
