# element: background
# format: name | probability | coverage_range | texture

king bed with plush upholstered headboard | 1.0 | 0.4-0.8 | high-thread-count linen bedding
floor-to-ceiling balcony doors open wide | 0.9 | 0.3-0.6 | sheer curtains billowing inward
marble-topped writing desk | 0.75 | 0.2-0.45 | polished veined marble slab
built-in minibar and coffee station | 0.7 | 0.2-0.4 | brushed brass cabinet fronts
open doorway to the marble bathroom | 0.65 | 0.15-0.35 | rainfall shower glimpsed beyond
floor-length sheer drapery panels | 0.7 | 0.2-0.45 | gauzy linen catching the breeze
private balcony with lounge seating | 0.6 | 0.2-0.5 | teak furniture in soft focus
wall-mounted television above a low console | 0.5 | 0.15-0.35 | recessed into panelled wall
tufted upholstered bench at the foot of the bed | 0.55 | 0.15-0.35 | velvet cushion in soft ivory
silk-panelled feature wall | 0.5 | 0.2-0.45 | subtle woven sheen
walk-in closet with louvered doors | 0.45 | 0.15-0.35 | folded robes on open shelving
freestanding soaking tub beneath a window | 0.55 | 0.15-0.4 | deep oval porcelain basin
reading nook with a chaise lounge | 0.4 | 0.15-0.35 | ivory linen upholstery
vaulted ceiling with recessed cove lighting | 0.45 | 0.2-0.45 | soft indirect wash
