# element: foreground_element
# format: name | probability | coverage_range | texture

plush wool area rug underfoot | 0.6 | 0.15-0.35 | dense pile in warm ivory
wide-plank herringbone wood flooring | 0.55 | 0.15-0.4 | honey-toned oak
polished marble threshold into the bathroom | 0.5 | 0.05-0.15 | seamless stone strip
sheer curtain hem drifting across the floor | 0.45 | 0.05-0.15 | fabric pooling in the breeze
pair of leather slippers beside the bed | 0.5 | 0.02-0.08 | tan suede lining
warm sunlight pooling across the rug | 0.5 | 0.1-0.3 | golden afternoon patch
rose petals scattered near the tub | 0.35 | 0.02-0.08 | welcome turndown touch
plush bath mat at the tub's edge | 0.45 | 0.02-0.08 | thick cotton loop pile
leather suitcase wheeled onto the balcony tile | 0.4 | 0.1-0.25 | brass corners catching light
room service cart parked near the desk | 0.4 | 0.1-0.25 | white linen draped over the shelf
pale limestone balcony pavers | 0.5 | 0.1-0.3 | warmed by midday sun
braided silk curtain tieback hanging loose | 0.4 | 0.02-0.08 | tasseled cord end
embossed key card sleeve dropped on the rug | 0.35 | 0.02-0.06 | resort crest foil-stamped
turned-down bed corner sheet | 0.45 | 0.05-0.15 | crisp hospital fold with a chocolate
