# element: background
# format: name | probability | coverage_range | texture

tiled aquatic-center wall mosaic | 1.0 | 0.7-1.0 | large-format tile field
tiered natatorium spectator gallery | 0.95 | 0.6-1.0 | rows of fold-down seat
federation-standard timing-pad endwall | 0.95 | 0.6-1.0 | touchpad-mounted pool wall
massive electronic results board | 0.9 | 0.6-1.0 | swim-times LED panel
opposite-deck team-warmup gallery | 0.7 | 0.5-0.9 | across-pool team area
aquatic-center skylight clerestory | 0.8 | 0.5-0.9 | high-windowed daylight band
tournament sponsor banner sweep | 0.85 | 0.6-0.9 | stretched event-cloth row
starter podium painted backdrop | 0.7 | 0.5-0.9 | raised official platform wall
flags-of-nations sweep | 0.6 | 0.4-0.8 | row of overhead country flags
painted pool-name hall-of-fame wall | 0.55 | 0.4-0.8 | championship records wall
acoustic-baffle ceiling backdrop | 0.7 | 0.5-0.9 | sound-dampening hall ceiling
federation-record split-time wall | 0.65 | 0.4-0.8 | engraved record-board
warmup-pool adjacent overflow lane | 0.7 | 0.4-0.8 | secondary lane row
