# element: background
# format: name | probability | coverage_range | texture

snow-capped alpine summit | 1.0 | 0.6-1.0 | jagged white peaks against sky
distant glacier ridgeline | 0.9 | 0.5-0.9 | layered blue-white ice mass
pine forest blanketed in snow | 0.85 | 0.5-0.9 | dense dark green dusted with white
groomed ski piste descending | 0.9 | 0.5-1.0 | corduroy combed snow surface
backside mountain bowl | 0.7 | 0.4-0.8 | sweeping white open slope
rocky outcrop above tree line | 0.65 | 0.4-0.7 | grey weathered stone tipped with snow
distant village in valley below | 0.6 | 0.3-0.7 | tiny clustered roofs in haze
cornice along ridge edge | 0.55 | 0.3-0.6 | wind-sculpted overhanging snow
adjacent black diamond run | 0.7 | 0.4-0.8 | steep moguled slope
chairlift cable line crossing sky | 0.6 | 0.3-0.6 | thin steel sweeping curve
fresh powder bowl off-piste | 0.6 | 0.4-0.8 | untouched soft white expanse
ski school beginner area below | 0.5 | 0.3-0.6 | gentle snow apron
