# element: midground
# format: name | probability | coverage_range | texture

Manhattan-suite designer desk center | 1.0 | 0.3-0.6 | polished glass-top hardwood
garment-rack with sample-clothing | 0.95 | 0.2-0.5 | wheeled-rolling clothes-rail
multi-line desk telephone cluster | 0.85 | 0.05-0.2 | matte black multi-button phones
ranked-glossy-magazine display rack | 0.85 | 0.2-0.5 | wheeled-stacked lookbook display
velvet-tufted Manhattan armchair pair | 0.7 | 0.2-0.5 | buttoned-back hide armchair
rolling-mood-board styling rack | 0.85 | 0.2-0.5 | wheeled-fabric pinboard
rolling-event-prop refreshment-cart | 0.65 | 0.2-0.4 | wheeled drinks trolley
designer-pendant fixture cluster | 0.7 | 0.1-0.3 | sculptural ribbed-glass globes
polished-marble side-table set | 0.55 | 0.1-0.3 | veined honed-stone surface
rolling-photoshoot ring-light stand | 0.65 | 0.2-0.4 | tall ring-light tripod
communal espresso-bar setup | 0.7 | 0.2-0.4 | chrome semi-pro espresso machine
designer chaise-lounge centerpiece | 0.55 | 0.2-0.4 | softly tufted hide chaise
