# element: background
# format: name | probability | coverage_range | texture

exposed-steel I-beam structural wall | 1.0 | 0.7-1.0 | riveted painted girder edge
raw-concrete column-row shell wall | 0.95 | 0.7-1.0 | rough cast structural face
vintage metal-locker rank wall | 0.85 | 0.7-1.0 | ranked riveted-metal storage
salvaged factory-window mullion wall | 0.85 | 0.6-1.0 | black-mullion multi-pane glass
painted black factory accent wall | 0.7 | 0.7-1.0 | matte chalky-charcoal pigment
oxidized-rust metal panel wall | 0.65 | 0.6-1.0 | weathered patinated steel
painted machine-shop sign wall | 0.6 | 0.6-0.9 | stenciled industrial lettering
rough red-brick warehouse wall | 0.85 | 0.7-1.0 | weathered masonry
salvaged-corrugated metal wall sheet | 0.6 | 0.6-0.9 | ribbed weathered panel
painted concrete-block utility wall | 0.7 | 0.7-1.0 | rough painted masonry block
exposed conduit-and-pipe utility wall | 0.7 | 0.6-1.0 | ranked utility-routing wall
salvaged industrial-pegboard wall | 0.6 | 0.6-0.9 | perforated punched-metal sheet
