# element: foreground_element
# format: name | probability | coverage_range | texture

tall reeds at boardwalk edge | 0.95 | 0.2-0.5 | golden tipped stalks
clumps of cattail spikes | 0.85 | 0.1-0.3 | brown sausage-tipped stems
scattered fall sedges | 0.7 | 0.1-0.3 | tan-tipped grass clumps
weathered boardwalk plank surface | 0.85 | 0.2-0.5 | sun-greyed timber deck
patches of pickerelweed | 0.6 | 0.1-0.3 | spear-like green leaves
shallow marsh water glistening | 0.85 | 0.1-0.3 | dark reflective patch
muddy footprint on plank | 0.55 | 0.05-0.15 | dark damp imprint
mossy plank edge | 0.6 | 0.05-0.15 | velvet green seam
buzzing dragonfly hovering | 0.5 | 0.0-0.05 | iridescent winged form
small frog on lily pad | 0.4 | 0.0-0.05 | crouched green amphibian
