# element: props
# format: name | probability | coverage_range | texture

Yankee Candle on coffee table | 0.85 | 0.05-0.1 | jarred wax with label
TV Guide-style remote stack | 0.85 | 0.05-0.1 | three remotes piled
Roku stick dangling from TV | 0.7 | 0.05-0.1 | thin black plastic dongle
faux-fur throw pillow | 0.85 | 0.1-0.2 | shaggy synthetic pile
ceramic dish for keys | 0.6 | 0.02-0.08 | bowl with random items
school-photo class portrait framed | 0.85 | 0.05-0.15 | mass-frame collage
clearance-bin canvas Bible verse | 0.6 | 0.05-0.15 | cursive-text wall art
Disney+ logo on TV screen | 0.65 | 0.1-0.25 | streaming-app screen
Bluetooth speaker on shelf | 0.5 | 0.05-0.1 | matte plastic cube
wedding-photo frame on console | 0.7 | 0.05-0.1 | stand-up portrait
plastic Costco coaster set | 0.55 | 0.02-0.08 | stack of round coasters
dollar-store inspirational sign | 0.6 | 0.05-0.15 | "live laugh love" plaque
