# element: midground
# format: name | probability | coverage_range | texture

family resting on flat boulder | 1.0 | 0.3-0.7 | seated group on rock
backpack set on ground | 0.85 | 0.1-0.3 | open daypack with gear
unfolded picnic blanket | 0.7 | 0.3-0.6 | spread cotton ground sheet
hiking poles leaning against tree | 0.6 | 0.05-0.2 | trekking pole pair
log bench natural seat | 0.55 | 0.2-0.5 | timber natural seat
fallen acorn cluster on ground | 0.5 | 0.05-0.15 | scattered nut seeds
rock cairn small stack | 0.5 | 0.05-0.2 | balanced stone marker
campfire ring stone circle | 0.45 | 0.1-0.3 | rocks circle for fire
toddler in carrier hiking pack | 0.55 | 0.2-0.5 | structured kid backpack carrier
walking sticks gathered | 0.55 | 0.05-0.2 | natural wood walking aids
botanical guide book open | 0.45 | 0.05-0.15 | identification field manual
small daypack with snacks | 0.65 | 0.1-0.3 | smaller carry pack
binoculars on strap | 0.55 | 0.05-0.15 | optic field glasses
trail-finder map unfolded | 0.6 | 0.05-0.2 | paper hiking map
