# element: background
# format: name | probability | coverage_range | texture

terracotta painted plaster wall | 1.0 | 0.7-1.0 | softly troweled mineral pigment
woven macrame wall hanging | 0.9 | 0.5-0.9 | knotted natural cotton cordage
draped indian tapestry wall covering | 0.85 | 0.6-1.0 | richly printed block dyed cotton
warm sienna painted wall | 0.8 | 0.7-1.0 | softly chalky matte pigment
mustard yellow accent wall | 0.7 | 0.6-1.0 | flatly washed warm pigment
exposed adobe textured wall | 0.75 | 0.6-1.0 | warmly mottled hand finished plaster
cream washed brick wall | 0.7 | 0.6-1.0 | softly limewashed aged masonry
batik printed wall fabric | 0.7 | 0.6-1.0 | hand dyed flowing pattern cloth
deep rust painted wall | 0.65 | 0.6-1.0 | softly brushed earthy pigment
patterned moroccan tile wainscot | 0.6 | 0.4-0.8 | glazed geometric ceramic
jute wallpaper covering | 0.65 | 0.6-1.0 | woven natural fiber paper
pinned vintage textile collage wall | 0.55 | 0.5-0.9 | layered patchwork cloth pieces
