# element: background
# format: name | probability | coverage_range | texture

panoramic alpine peak vista | 1.0 | 0.5-1.0 | sweeping jagged white skyline
distant glacier valley | 0.85 | 0.4-0.8 | layered ice mass receding
descending ski slope below | 0.95 | 0.4-0.8 | white groomed run
snow-laden conifer forest below | 0.95 | 0.4-0.8 | dense frosted dark green
bluebird sky above peaks | 0.9 | 0.4-0.8 | deep saturated cobalt
distant village in valley | 0.7 | 0.3-0.6 | tiny clustered roofs in haze
parallel chairlift line | 0.85 | 0.3-0.6 | adjacent cable curve
distant lift terminus station | 0.75 | 0.3-0.5 | structure on far ridge
exposed rocky cliff band | 0.7 | 0.3-0.6 | grey weathered stone face
ridge cornice silhouette | 0.65 | 0.3-0.6 | wind-sculpted overhanging snow
backside mountain bowl | 0.7 | 0.4-0.7 | sweeping white open expanse
distant skiers descending below | 0.7 | 0.2-0.4 | small moving figures on white
