# element: background
# format: name | probability | coverage_range | texture

distant offshore wind chop | 1.0 | 0.5-1.0 | textured rolling water surface
hazy coastal headland silhouette | 0.7 | 0.3-0.7 | blue-grey distant promontory
wide open ocean horizon | 1.0 | 0.5-1.0 | flat indigo expanse
distant kitesurfers in flight | 0.85 | 0.2-0.5 | bright canopies in sky
sunlit ocean glitter band | 0.95 | 0.4-0.8 | bright sparkling streak
distant beach party crowd | 0.55 | 0.1-0.3 | scattered tiny figures
windswept dune line | 0.7 | 0.3-0.6 | rounded pale sand mounds
hazy salt-air horizon | 0.85 | 0.4-0.8 | softly veiled atmospheric blue
distant offshore island | 0.45 | 0.2-0.5 | thin dark profile
chase boat on water | 0.5 | 0.05-0.2 | small distant white hull
distant lighthouse tower | 0.5 | 0.05-0.15 | striped slender column
soaring gull flock | 0.55 | 0.05-0.2 | bright wheeling silhouettes
sunset cloud bank distant | 0.65 | 0.3-0.6 | golden-rimmed cumulus
