# element: background
# format: name | probability | coverage_range | texture

gravel parking lot at the trailhead | 1.0 | 0.4-0.8 | packed limestone chips
wooden signboard with a trail map | 0.85 | 0.15-0.35 | plexiglass over paper
trail opening into the woods | 0.8 | 0.3-0.6 | worn dirt mouth
hardwood hillside rising behind | 0.7 | 0.3-0.6 | oak and maple canopy
split-rail fence along the lot | 0.6 | 0.15-0.4 | greyed cedar rails
pit toilet building | 0.45 | 0.1-0.25 | brown board-and-batten
state park entrance sign | 0.5 | 0.1-0.25 | routed yellow letters
picnic pavilion in the trees | 0.5 | 0.2-0.4 | green steel roof
creek heard below the lot | 0.45 | 0.1-0.3 | glimpsed riffle
blaze marks on the first trees | 0.55 | 0.05-0.15 | painted rectangles
gate arm for after-hours | 0.45 | 0.05-0.15 | padlocked pipe
