# element: props
# format: name | probability | coverage_range | texture

red ribboned wreath on door | 0.95 | 0.1-0.3 | circular pine and ribbon
candle in tin lantern | 0.95 | 0.05-0.15 | flickering light in pierced metal
strand of warm bulb lights | 0.95 | 0.2-0.5 | drape of soft glow chain
hand-painted village signpost | 0.7 | 0.1-0.3 | timber arrow placards
festive striped scarf | 0.7 | 0.1-0.3 | knitted pattern strip
sprig of holly with berries | 0.85 | 0.05-0.15 | pointed leaf cluster with red
small jingle bell garland | 0.7 | 0.1-0.3 | brass bells on cord
heap of wrapped parcels | 0.7 | 0.1-0.3 | stacked paper-tied packages
carved wooden nutcracker | 0.55 | 0.05-0.15 | painted soldier shape
caroler songbook open | 0.55 | 0.05-0.15 | hardback music sheet
brass hand bell | 0.6 | 0.05-0.1 | small ringing dome
glass ornament cluster on display | 0.7 | 0.1-0.2 | dangling baubles
