# element: architecture_detail
# format: name | probability | coverage_range | texture

light wood-look polished floor | 1.0 | 0.4-0.8 | high-gloss vinyl plank
ceiling-track LED spotlight grid | 1.0 | 0.3-0.6 | aimable downlights on rails
open warehouse ceiling | 0.85 | 0.3-0.6 | exposed white-painted trusses
HVAC duct run along ceiling | 0.85 | 0.2-0.4 | round white spiral duct
sprinkler pipe along ceiling | 0.7 | 0.1-0.3 | red painted steel run
security camera dome | 0.85 | 0.05-0.1 | smoked plastic bubble
loss-prevention sensor pillar at exit | 0.5 | 0.05-0.15 | grey plastic detector
"departments" overhead sign | 0.85 | 0.1-0.2 | hanging white plastic placard
endcap baseboard kick plate | 0.6 | 0.05-0.15 | scuffed metal trim
floor-marker red dot at register | 0.5 | 0.05-0.1 | vinyl floor decal
