# element: midground
# format: name | probability | coverage_range | texture

stone-paved harbor quay | 1.0 | 0.3-0.6 | warm pale flagstone surface
moored wooden fishing vessel | 0.85 | 0.2-0.5 | softly painted aged hull
red-painted iron mooring bollard | 0.85 | 0.05-0.2 | warm rust-spotted forged post
rope coiled neatly on quay | 0.85 | 0.05-0.15 | thick natural twisted hemp
cafe table on stone quay | 0.65 | 0.1-0.3 | small marble round top
woven rush bistro chair | 0.6 | 0.05-0.2 | tan plaited seat back
striped harbor canvas awning | 0.7 | 0.15-0.4 | red-white tightly stretched
fish-market wooden cart | 0.5 | 0.1-0.3 | softly weathered dark timber
clay flower pots on quay edge | 0.6 | 0.05-0.15 | warm hand-thrown earthen jars
small wooden gangplank | 0.55 | 0.05-0.2 | softly silvered split timber
glass ferry-ticket booth | 0.45 | 0.1-0.3 | small framed clear panel
hanging fishing nets drying | 0.55 | 0.1-0.3 | softly draped knotted mesh
