# element: props
# format: name | probability | coverage_range | texture

stack of paper plates | 0.85 | 0.05-0.2 | printed disposable plate pile
cone party hat on table | 0.6 | 0.05-0.15 | pointed striped paper hat
roll of crepe streamers | 0.65 | 0.05-0.2 | coiled colored paper ribbon
number-shaped cake topper | 0.7 | 0.0-0.1 | plastic birthday age figure
box of unlit sparklers | 0.4 | 0.05-0.15 | bundled thin metal sticks
bag of uninflated balloons | 0.55 | 0.05-0.15 | packaged latex balloon bundle
cake server and knife set | 0.55 | 0.05-0.15 | matching serving utensils
plastic tablecloth clip | 0.35 | 0.0-0.05 | corner-securing fastener clamp
coiled string light strand | 0.5 | 0.05-0.15 | bundled bulb wire loop
wrapped present with bow | 0.7 | 0.05-0.2 | ribboned gift box
plastic kazoo party favor | 0.4 | 0.0-0.1 | small noisemaker toy
bubble wand and solution jar | 0.45 | 0.05-0.15 | wand-topped liquid bottle
bean bag toss set | 0.55 | 0.05-0.2 | fabric cornhole bags
printed happy birthday napkins | 0.55 | 0.05-0.15 | stacked paper napkin set
plastic pitcher of lemonade | 0.55 | 0.05-0.15 | filled beverage container
