# element: background
# format: name | probability | coverage_range | texture

wide backyard lawn expanse | 1.0 | 0.6-1.0 | mown green grass expanse
tall wooden privacy fence | 0.9 | 0.5-0.9 | vertical cedar plank fence
balloon clusters tied along fence | 0.95 | 0.5-0.9 | bunched latex balloon bouquets
raised backyard deck with railing | 0.85 | 0.4-0.8 | wood plank deck structure
ranch house rear exterior wall | 0.75 | 0.4-0.8 | vinyl-sided home facade
sliding patio door entrance | 0.6 | 0.3-0.6 | glass sliding doorway
mature shade tree with low branches | 0.85 | 0.4-0.8 | broad leafy canopy
above-ground swimming pool | 0.55 | 0.3-0.7 | round vinyl-walled pool
backyard trampoline netted | 0.5 | 0.3-0.6 | round spring-frame trampoline
clear midsummer afternoon sky | 0.85 | 0.5-1.0 | open bright blue expanse
detached garden shed | 0.5 | 0.3-0.6 | small wooden storage structure
neighboring hedge row boundary | 0.55 | 0.3-0.6 | dense trimmed green shrub line
wooden swing set frame | 0.55 | 0.3-0.6 | metal-and-wood play frame
string of paper lanterns overhead | 0.6 | 0.3-0.6 | hung colorful paper spheres
garage rear wall backdrop | 0.45 | 0.3-0.6 | painted siding wall
