# element: foreground_element
# format: name | probability | coverage_range | texture

freshly raked ochre clay surface edge | 1.0 | 0.3-0.6 | fine combed crushed-brick
painted baseline boundary stripe | 0.95 | 0.1-0.3 | white chalked court edge
scattered clay ball-mark divot | 0.85 | 0.05-0.2 | shallow round impact pit
wooden court-line broom | 0.7 | 0.05-0.2 | dragged horsehair line sweeper
loose tournament tennis ball | 0.95 | 0.02-0.1 | felted optic-yellow ball
coach grip-tape cutoff | 0.55 | 0.02-0.05 | tossed black overgrip strip
rolled towel near baseline chair | 0.7 | 0.05-0.15 | tournament-monogrammed cotton towel
clay-stained sock cuff foreground | 0.55 | 0.02-0.08 | ochre-stained athletic sock
ball-kid rolling kneel pose | 0.7 | 0.1-0.2 | crouched retriever silhouette
scuffed court shoe sole print | 0.7 | 0.05-0.15 | herringbone-tread footprint
dropped wristband near net post | 0.55 | 0.02-0.08 | elastic terry sweatband
courtside ice-bucket condensation puddle | 0.5 | 0.02-0.1 | small wet ground patch
