# element: architecture_detail
# format: name | probability | coverage_range | texture

minimalist linear vent slot | 1.0 | 0.2-0.4 | thin recessed grille
flush-mount LED ceiling pinpoint | 0.95 | 0.2-0.5 | small disc light array
sleek wide-plank flooring | 0.85 | 0.4-0.8 | smooth oak board surface
floor-to-ceiling window mullion | 0.85 | 0.2-0.4 | thin black frame line
recessed wall niche with light | 0.7 | 0.2-0.4 | hollowed glowing pocket
pivot door hinge detail | 0.65 | 0.05-0.15 | minimal pivot point hardware
chamfered ceiling-wall joint | 0.7 | 0.2-0.4 | softened transition edge
hidden cabinetry pull edge | 0.6 | 0.05-0.15 | finger-recessed handle
floor heating register slot | 0.65 | 0.05-0.15 | linear floor vent
flush brushed steel switch plate | 0.55 | 0.05-0.1 | small minimal control panel
