# element: background
# format: name | probability | coverage_range | texture

worn grass field behind the school | 1.0 | 0.5-0.9 | patchy green expanse
chain-link boundary fence | 0.8 | 0.2-0.5 | galvanized run
bare goal frames without nets | 0.7 | 0.15-0.35 | white pipe rectangles
treeline closing the far side | 0.65 | 0.25-0.5 | township woods
back wall of the gym block | 0.6 | 0.25-0.5 | tall brick face
gravel track loop around the grass | 0.5 | 0.2-0.4 | grey ribbon
equipment shed at the field corner | 0.5 | 0.1-0.3 | green steel hut
low bleacher of three benches | 0.5 | 0.15-0.3 | silver risers
backstop wedge for the diamond | 0.5 | 0.15-0.35 | tall chain-link sail
storm drain swale crossing the edge | 0.4 | 0.15-0.3 | mowed dip
flag of mown stripes across the grass | 0.5 | 0.25-0.5 | alternating sheen
