# element: background
# format: name | probability | coverage_range | texture

historic palace facade behind rink | 1.0 | 0.4-0.8 | grand carved stone backdrop
giant decorated christmas tree | 0.95 | 0.3-0.7 | tall conifer with sparkling lights
ring of bare-branched plane trees | 0.85 | 0.4-0.8 | leafless dark silhouettes
distant city skyline at edge | 0.7 | 0.3-0.6 | clustered building rooftops
park pavilion seen across rink | 0.7 | 0.3-0.6 | white-arched classical structure
illuminated festoon-lit perimeter | 0.9 | 0.4-0.8 | warm bulb strands overhead
holiday market stalls in distance | 0.65 | 0.3-0.6 | row of small wooden huts
floodlit warming hut behind | 0.7 | 0.3-0.6 | bright glowing service shed
stone arch viewing colonnade | 0.6 | 0.3-0.6 | ornate plaza border
crowd ringing the rink | 0.65 | 0.3-0.6 | densely packed coated figures
city hall clock tower above | 0.6 | 0.3-0.5 | tall illuminated face
distant promenade with strollers | 0.55 | 0.3-0.5 | path-lined moving figures
