# slot: accessories
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

# tech
wrist-mounted holographic communicator | 0.60 | 0.0-0.8 | metal,plastic
cybernetic arm bracelet with glowing lines | 0.50 | 0.0-0.7 | metal
utility belt with magnetic tool pouches | 0.55 | 0.1-0.6 | nylon,leather
earpiece communicator with blue glow | 0.50 | 0.0-0.8 | metal,plastic
holstered energy pistol on thigh | 0.40 | 0.0-0.5 | plastic,metal

# jewelry / decorative
chrome choker necklace with embedded gem | 0.45 | 0.2-0.9 | metal
geometric metallic earrings | 0.40 | 0.2-0.9 | metal
luminous crystal pendant | 0.35 | 0.3-1.0 | metal
thin chain body harness with chrome links | 0.30 | 0.1-0.6 | metal

# formal
floating shoulder ornament with micro-thrusters | 0.25 | 0.6-1.0 | metal
