# element: midground
# format: name | probability | coverage_range | texture

old wooden harvest cart | 0.6 | 0.1-0.3 | sun-faded weathered timber
long farmhouse dining table | 0.85 | 0.2-0.5 | thickly planked oiled grain
weathered ladder leaning on stone | 0.55 | 0.05-0.2 | softly silvered split rungs
clay urn full of grapes | 0.65 | 0.05-0.2 | warm hand-thrown earthen jar
old wine barrel as side table | 0.7 | 0.1-0.3 | dark oiled oak staves
trailing grapevine pergola | 0.85 | 0.2-0.5 | leafy timber arbor
clustered terracotta planters | 0.7 | 0.1-0.3 | warm pot row with herbs
rough stone garden bench | 0.55 | 0.05-0.2 | softly aged limestone slab
weathered shutter pair leaning | 0.5 | 0.05-0.2 | sage-painted aged wood
old pump well with handle | 0.45 | 0.05-0.2 | rust-spotted iron arm
clay pizza oven dome | 0.55 | 0.1-0.3 | warm rounded earthen bake
small vineyard tractor parked | 0.4 | 0.1-0.3 | softly faded red metalwork
