# element: background
# format: name | probability | coverage_range | texture

wide grey-green Atlantic swell rolling in | 1.0 | 0.65-1.0 | cool slate chop
weathered wood boardwalk stretching the shoreline | 0.9 | 0.6-0.9 | grey plank horizon
dune ridge combed with wind-bent sea oats | 0.85 | 0.5-0.85 | golden grass fringe
modest shorebreak folding in close lines | 0.8 | 0.5-0.8 | white ruffled bands
hazy Atlantic horizon under humid summer sky | 0.75 | 0.6-1.0 | pale blue-grey blur
shingle-sided beach houses above the dune line | 0.6 | 0.3-0.6 | pastel clapboard row
distant boardwalk Ferris wheel against the sky | 0.5 | 0.15-0.35 | carnival silhouette
stone groin reaching out past the breakers | 0.55 | 0.2-0.45 | dark rock arm
weathered lighthouse tower far down the coast | 0.4 | 0.1-0.3 | white-banded spire
low grey overcast rolling off the ocean | 0.5 | 0.55-0.9 | flat cloud ceiling
barnacled pier pilings marching into the surf | 0.5 | 0.2-0.5 | timber row silhouette
rooftop line of boardwalk arcades and shops | 0.55 | 0.25-0.5 | shingle and neon blur
beach-tag check-in stand roofline over the sand | 0.65 | 0.15-0.35 | striped canopy peak
saltwater taffy shop awning on the boardwalk | 0.55 | 0.15-0.35 | candy-striped canvas
offshore fishing boats working the horizon | 0.4 | 0.05-0.2 | small dark hulls
