# element: architecture_detail
# format: name | probability | coverage_range | texture

palm-thatch cabana roof bundle | 1.0 | 0.2-0.5 | dried fronded layered cover
curved tile pool-edge coping | 0.85 | 0.2-0.4 | glazed blue ceramic lip
wooden boardwalk plank deck | 0.85 | 0.3-0.6 | weathered grey timber
themed pirate-flag rope rigging | 0.65 | 0.1-0.3 | knotted manila cord
tiki-torch bamboo post | 0.75 | 0.1-0.3 | wrapped natural cane
coral-stone retaining wall | 0.65 | 0.2-0.4 | porous cream limestone
striped poolside canopy beam | 0.7 | 0.15-0.3 | painted wood support
splash-pad ground spray nozzle | 0.7 | 0.05-0.2 | brass-fitted recessed jet
hibiscus-painted mural panel | 0.55 | 0.15-0.3 | bright tropical floral artwork
seashell-mosaic-bordered fountain | 0.55 | 0.1-0.3 | embedded shell trim
