# element: foreground_element
# format: name | probability | coverage_range | texture

polished marble Manhattan PR floor | 1.0 | 0.3-0.6 | veined honed dark stone
low-pile flatweave designer rug | 0.85 | 0.2-0.5 | graphic-print wool weave
warm-honey-oak hardwood floor | 0.7 | 0.3-0.6 | matte sealed timber plank
polished-resin-sealed cement floor | 0.6 | 0.3-0.6 | glossy epoxy-coated cement
velvet-tufted Manhattan-armchair edge | 0.7 | 0.1-0.3 | buttoned-back hide cushion
rolling caster on marble floor | 0.7 | 0.05-0.2 | small commercial caster
scattered glossy-lookbook drift | 0.7 | 0.05-0.15 | tossed magazine-cover drift
designer-table laminate edge | 0.85 | 0.1-0.3 | matte commercial-grade work surface
scattered sample-fabric swatch drift | 0.65 | 0.05-0.15 | fanned-color sample strip
ribbed walk-off Manhattan-entry mat | 0.55 | 0.1-0.3 | ribbed dark commercial textile
painted-rose-gold floor-band edge | 0.45 | 0.05-0.15 | softly metallic painted stripe
velvet-pouf cushion footstool edge | 0.55 | 0.1-0.3 | softly tufted upholstery
