# element: props
# format: name | probability | coverage_range | texture

colorful woven Mexican hammock | 1.0 | 0.1-0.3 | striped cotton rope weave
ceviche tostada plate | 0.75 | 0.03-0.1 | citrus-marinated fish topping
fresh coconut with straw | 0.7 | 0.03-0.1 | husked green shell drink
woven palm beach mat | 0.75 | 0.1-0.25 | natural fiber ground covering
Mexican blanket beach towel | 0.85 | 0.1-0.25 | striped serape-pattern weave
snorkel mask and fins set | 0.65 | 0.05-0.15 | colored silicone gear pair
clay chili-salt shaker | 0.5 | 0.02-0.05 | painted terracotta condiment jar
woven palm-leaf sun visor | 0.6 | 0.05-0.15 | natural fiber curved brim
beaded huarache sandal pair | 0.55 | 0.03-0.1 | woven leather strap footwear
insulated cooler with beers | 0.55 | 0.05-0.15 | plastic ice-packed drink box
reef-safe sunscreen bottle | 0.7 | 0.02-0.06 | bright labeled plastic tube
paddleboard resting upright | 0.5 | 0.1-0.25 | glossy long fiberglass board
woven straw beach tote | 0.7 | 0.05-0.15 | natural fiber carry bag
lime and chili-salt garnish | 0.45 | 0.01-0.04 | citrus condiment plate
