# element: architecture_detail
# format: name | probability | coverage_range | texture

palapa-roof palm thatch layering | 1.0 | 0.1-0.3 | dried overlapping frond bundles
talavera-tiled step riser | 0.7 | 0.05-0.15 | painted blue-and-white ceramic
whitewashed adobe archway | 0.6 | 0.05-0.2 | rounded stuccoed opening
carved wooden cabana post | 0.65 | 0.05-0.15 | hand-hewn tropical hardwood
papel-picado string detail | 0.55 | 0.03-0.1 | perforated colored tissue cutout
wrought-iron beach-bar railing | 0.5 | 0.03-0.1 | scrolled black metal edge
thatch-eave shadow line | 0.6 | 0.05-0.15 | fringed palm-frond overhang
terracotta plant urn rim | 0.5 | 0.02-0.08 | fired clay glazed lip
rope-lashed palapa joint | 0.55 | 0.02-0.08 | woven natural fiber knot
mosaic-shell inlay border | 0.45 | 0.02-0.08 | embedded pastel shell pattern
sunbleached wood signage | 0.45 | 0.02-0.08 | hand-painted faded lettering
rough-cut limestone garden edge | 0.5 | 0.05-0.15 | porous cream-toned block
