# element: foreground_element
# format: name | probability | coverage_range | texture

wet floor patch reflecting light | 0.85 | 0.15-0.3 | shiny puddle on tile
crumpled paper towel on floor | 0.85 | 0.05-0.15 | balled brown paper
toilet paper trail at stall base | 0.6 | 0.05-0.15 | unspooled tissue
backpack against sink counter | 0.65 | 0.1-0.25 | nylon strap pile
hairband forgotten by sink | 0.55 | 0.02-0.05 | thin elastic loop
gum stuck to mirror corner | 0.5 | 0.02-0.08 | hardened grey wad
soap puddle dripping from dispenser | 0.7 | 0.05-0.1 | pink viscous bead
hair clump near drain | 0.45 | 0.02-0.08 | tangled dark strand
broken phone case on counter | 0.4 | 0.05-0.1 | cracked plastic shell
sticker on stall door peeling | 0.5 | 0.02-0.08 | curling vinyl tag
