# element: props
# format: name | probability | coverage_range | texture

pink soap dispenser pump | 0.85 | 0.05-0.1 | plastic wall-mount
automatic hand dryer button | 0.8 | 0.05-0.1 | stainless touchplate
"wash your hands" laminated sign | 0.75 | 0.05-0.1 | printed plastic notice
toilet paper roll dispenser | 0.85 | 0.05-0.1 | locked plastic box
sanitary disposal bin | 0.75 | 0.05-0.15 | wall-mount white bin
out-of-order sign on stall | 0.5 | 0.05-0.1 | handwritten paper note
bullying hotline poster | 0.55 | 0.05-0.15 | dog-eared printed sheet
period product wall basket | 0.55 | 0.05-0.1 | small wire bin
faucet handle worn chrome | 0.85 | 0.05-0.1 | tarnished metal lever
trash bag liner spilling | 0.6 | 0.05-0.15 | black plastic edge
mirror message in dry-erase | 0.4 | 0.05-0.15 | smudged marker scrawl
empty pump soap bottle | 0.5 | 0.05-0.1 | white plastic vessel
