# element: architecture_detail
# format: name | probability | coverage_range | texture

painted divided window mullions | 1.0 | 0.3-0.7 | crisp grid sashes
exposed timber rafters | 0.85 | 0.2-0.5 | painted slope spans
crown molding ceiling line | 0.7 | 0.1-0.3 | profiled painted edge
deep window sill ledges | 0.95 | 0.2-0.5 | thick painted shelves
French door transom panel | 0.85 | 0.2-0.4 | divided glass strip
ceiling skylight panel | 0.65 | 0.2-0.5 | clean glazed inset
small picture rail line | 0.65 | 0.1-0.3 | thin painted edge
profiled chair-rail trim | 0.65 | 0.1-0.3 | painted wood molding
arched window head | 0.55 | 0.1-0.3 | softly curved frame
flush ceiling pendant cap | 0.7 | 0.1-0.3 | painted ceiling plate
