# element: architecture_detail
# format: name | probability | coverage_range | texture

distant stone field-wall band | 0.7 | 0.1-0.3 | warm dry-stacked rough rock
weathered wooden field gate | 0.55 | 0.1-0.3 | softly silvered split timber
old wooden vineyard post | 0.65 | 0.05-0.2 | sun-faded grey lined timber
small stone roadside shrine | 0.4 | 0.05-0.15 | softly aged carved limestone
rough crumbled stucco wall | 0.5 | 0.1-0.3 | softly flaking ochre render
clay tile farm shed eave | 0.5 | 0.05-0.2 | warm rounded terracotta rows
hand-painted wooden field sign | 0.45 | 0.05-0.15 | softly weathered painted slat
rusted iron field gate hinge | 0.45 | 0.02-0.06 | dark hand-shaped strap
softly carved stone bench | 0.45 | 0.05-0.2 | softly aged limestone slab
old stone water trough corner | 0.4 | 0.05-0.15 | warm worn carved basin
post-and-rail wood fence run | 0.55 | 0.1-0.3 | softly weathered timber lines
weathered wooden cart wheel | 0.45 | 0.05-0.15 | softly silvered split spokes
