# element: architecture_detail
# format: name | probability | coverage_range | texture

overhead truss-mounted stage lights | 1.0 | 0.3-0.6 | bolted fixture array
suspended moving spotlight pod | 0.9 | 0.1-0.3 | hanging articulated head
sloped raked auditorium seating | 0.7 | 0.3-0.6 | stepped fabric seat rows
carpeted center aisle runway | 0.85 | 0.3-0.6 | dense looped fiber path
side wall acoustic panel | 0.7 | 0.2-0.5 | sculptural fabric baffles
overhead haze machine vent | 0.65 | 0.05-0.15 | small fog outlet
exit door illuminated sign | 0.65 | 0.05-0.15 | red glowing letter panel
cantilevered stage edge | 0.7 | 0.1-0.3 | jutting deck lip
balcony tier railing above | 0.55 | 0.2-0.5 | satin metal balustrade
inset stage edge LED strip | 0.85 | 0.2-0.5 | linear glowing line
