# element: background
# format: name | probability | coverage_range | texture

vast frozen lake horizon | 1.0 | 0.5-1.0 | flat smooth white expanse
distant pine-clad far shore | 0.9 | 0.4-0.8 | dark conifer wall on opposite bank
mountain ridge across lake | 0.8 | 0.4-0.7 | jagged white silhouette
cluster of red-painted lakeside cabins | 0.75 | 0.3-0.6 | small structures across ice
bare birch grove on near shore | 0.85 | 0.4-0.8 | white-trunked vertical clusters
snowy headland point | 0.65 | 0.3-0.6 | rounded white promontory
distant ice fishing huts dotting lake | 0.6 | 0.3-0.6 | tiny scattered shacks
overcast pale grey sky | 0.85 | 0.4-0.8 | uniform soft cloud cover
ridge of snow drift along shore | 0.7 | 0.3-0.6 | wind-sculpted bank
frozen reed bed sticking from ice | 0.55 | 0.3-0.6 | tan stalks above white
distant aurora-lit sky band | 0.5 | 0.3-0.6 | green glowing arc
backdrop of snow-laden spruce | 0.85 | 0.4-0.8 | heavy frosted dark green
