# element: props
# format: name | probability | coverage_range | texture

unopened moving box labeled kitchen | 0.85 | 0.05-0.15 | marker-scrawled label
roll of clear packing tape | 0.55 | 0.02-0.06 | half-used core
bedding set still sealed in plastic | 0.75 | 0.05-0.15 | folded factory creases
pack of extra-long twin sheets | 0.5 | 0.05-0.12 | printed cardboard sleeve
desk lamp still in its box | 0.45 | 0.05-0.12 | printed product photo
strip of adhesive wall hooks | 0.45 | 0.02-0.06 | plastic blister pack
shower caddy tote packed with toiletries | 0.5 | 0.05-0.12 | mesh-sided basket
overstuffed laundry basket by the closet | 0.45 | 0.05-0.15 | woven plastic weave
backpack slumped against the desk | 0.5 | 0.05-0.12 | half-zipped pocket
coil of string lights still bagged | 0.4 | 0.03-0.1 | tangled cord loop
whiteboard door hanger leaning against the wall | 0.4 | 0.03-0.08 | dry-erase marker tray
unopened power strip in its packaging | 0.45 | 0.03-0.1 | shrink-wrapped cord
stack of folded moving blankets | 0.4 | 0.05-0.15 | quilted grey padding
hand truck dolly parked by the door | 0.5 | 0.05-0.15 | rubber-gripped handle
box fan still in its carton | 0.4 | 0.05-0.12 | printed cardboard box
set of command strip packs opened on the desk | 0.35 | 0.02-0.06 | torn plastic backing
