# element: architecture_detail
# format: name | probability | coverage_range | texture

recessed troffer fluorescent panel | 1.0 | 0.1-0.3 | diffused acrylic ceiling tile
acoustic drop-ceiling tile grid | 0.95 | 0.1-0.3 | white square panel layout
emergency-evacuation map plate | 0.6 | 0.02-0.08 | framed compliance schematic
yellowed exit-sign glow | 0.7 | 0.02-0.08 | softly aged green-LED letters
metal-mesh return-air grille | 0.55 | 0.02-0.1 | wall-mounted vent grille
painted metal door threshold | 0.7 | 0.05-0.15 | scuffed kick-plate edge
ceiling smoke-detector dot | 0.55 | 0.02-0.05 | small white sensor disk
bureau access-keypad pad | 0.55 | 0.02-0.05 | small wall-mounted entry button
round wall-clock institutional | 0.7 | 0.02-0.08 | white-faced timekeeper
painted column-corner reveal | 0.5 | 0.02-0.1 | softly scuffed plaster edge
painted utility-closet door reveal | 0.5 | 0.02-0.1 | scuffed institutional door edge
ceiling-corner cobweb-spot | 0.4 | 0.02-0.05 | subtle dust accumulation
