# element: background
# format: name | probability | coverage_range | texture

beadboard wainscot wall | 1.0 | 0.7-1.0 | painted vertical planking
shiplap accent feature wall | 0.85 | 0.5-0.9 | overlapped board joint
hooks-and-pegs back wall | 0.95 | 0.5-0.9 | painted board with pegs
built-in lockers wall | 0.9 | 0.5-0.9 | painted compartment fronts
exposed brick entry wall | 0.7 | 0.5-0.9 | aged warm masonry
warm gray painted wall | 0.85 | 0.6-1.0 | softly matte finish
slate-tile feature wall | 0.6 | 0.4-0.8 | textured stone slabs
chalkboard accent panel | 0.7 | 0.3-0.6 | matte slate surface
window with sill above bench | 0.75 | 0.3-0.6 | slim painted frame
painted shaker cabinet wall | 0.8 | 0.5-0.9 | painted closed fronts
patterned wallpaper accent | 0.6 | 0.3-0.6 | softly faded print
narrow corridor walls | 0.7 | 0.5-0.9 | painted plaster
