# element: architecture_detail
# format: name | probability | coverage_range | texture

rope-lashed timber rafter | 0.85 | 0.1-0.3 | thick natural sisal binding
hardwood deck support brace | 0.8 | 0.1-0.3 | dark oiled heavy timber
woven palm wall section | 0.7 | 0.1-0.3 | tight diagonal frond weave
hand-tied bamboo balustrade | 0.65 | 0.1-0.3 | thin tied dry stalks
rough-hewn wooden plank seam | 0.85 | 0.15-0.4 | warm split timber ridges
woven thatch eave fringe | 0.7 | 0.1-0.3 | dry grass bundle layers
rope-tied cantilever beam | 0.55 | 0.1-0.3 | thick natural sisal joints
hardwood guardrail top cap | 0.65 | 0.05-0.15 | smoothly oiled timber
bamboo pole tied lashing | 0.5 | 0.05-0.15 | criss-cross tied joinery
notched timber stair tread | 0.5 | 0.05-0.15 | warm hand-cut step
hanging plant rope hook | 0.55 | 0.02-0.08 | thick twisted natural fiber
wooden floor joist end | 0.55 | 0.05-0.15 | softly oiled cut beam
