# element: midground
# format: name | probability | coverage_range | texture

incoming overhead wave face | 0.95 | 0.3-0.6 | green-blue glassy wall
breaking lip white plume | 0.95 | 0.2-0.5 | curling foaming crest
trailing whitewash zone | 0.95 | 0.3-0.6 | broken aerated white
backwash retreating off sand | 0.85 | 0.2-0.5 | thin sliding film
fellow surfers in lineup | 0.85 | 0.2-0.5 | bright bobbing figures
foam-covered shorebreak section | 0.85 | 0.2-0.5 | churning white mass
sandbar hump under water | 0.65 | 0.2-0.5 | submerged pale ridge
distant swimmer paddling out | 0.6 | 0.1-0.3 | small distant figure
launching surfer dropping in | 0.6 | 0.1-0.3 | bright airborne form
shadowed wave trough hollow | 0.75 | 0.2-0.5 | dark concave channel
beach lifeguard tower | 0.55 | 0.05-0.2 | painted wooden stand
spray plume off rocks | 0.55 | 0.1-0.3 | airborne white droplet veil
