# element: background
# format: name | probability | coverage_range | texture

multi-monitor stock-chart wall array | 1.0 | 0.7-1.0 | tiled glowing red-green panel
financial-ticker LED display wall | 0.95 | 0.7-1.0 | scrolling amber-text band
glass-fronted server-cabinet rack wall | 0.85 | 0.6-1.0 | ranked-blade transparent cabinet
painted-bank-logo accent wall | 0.7 | 0.7-1.0 | bold corporate-pigment paint
frosted-glass partition trading-floor wall | 0.85 | 0.7-1.0 | softly diffused panel
polished granite reception accent wall | 0.7 | 0.6-1.0 | veined honed dark stone
acoustic dark-grey panel wall | 0.85 | 0.7-1.0 | sound-dampening fabric tile
dark-walnut paneled trading-floor wall | 0.7 | 0.7-1.0 | deeply lacquered hardwood face
painted-corporate-blue accent wall | 0.7 | 0.7-1.0 | matte navy pigment
framed market-history chart wall | 0.6 | 0.6-1.0 | ranked historical-chart print
backlit acrylic bank logo wall | 0.65 | 0.6-0.9 | softly glowing brand panel
painted glossy-black accent wall | 0.6 | 0.7-1.0 | high-gloss dark paint
