# element: background
# format: name | probability | coverage_range | texture

snow-loaded deck around the tub | 1.0 | 0.4-0.8 | white-capped rails
hot tub steaming hard | 0.9 | 0.2-0.4 | rolling vapor column
cabin wall of stacked logs | 0.75 | 0.3-0.55 | snow-chinked seams
pines sagging under snow loads | 0.7 | 0.25-0.5 | white-shouldered ranks
valley lights far below | 0.45 | 0.15-0.35 | scattered warm dots
icicle fringe along the eave | 0.6 | 0.1-0.3 | glass teeth row
firewood stack under a white cap | 0.55 | 0.15-0.3 | dusted cordwood
snowfield rolling off into the trees | 0.6 | 0.3-0.6 | unbroken blue-white
chimney smoke standing straight up | 0.5 | 0.1-0.3 | windless column
deck lantern haloed in vapor | 0.5 | 0.05-0.2 | soft glow ball
stars sharp above the steam | 0.45 | 0.2-0.5 | hard bright points
