# element: foreground_element
# format: name | probability | coverage_range | texture

sprig of fresh lavender stem | 0.95 | 0.05-0.15 | grey-purple fragrant heads
out-of-focus blurred lavender row | 0.85 | 0.1-0.3 | softly waving violet wash
loaf of crusty rustic bread | 0.7 | 0.05-0.15 | softly cracked golden crust
cluster of fresh strawberries | 0.7 | 0.03-0.1 | glossy bright red fruits
out-of-focus glass of rosé | 0.65 | 0.03-0.1 | blurred pink stem glass
checkered blanket corner edge | 0.85 | 0.1-0.3 | softly worn red-white plaid
small bumblebee on flower | 0.4 | 0.02-0.06 | softly fuzzy yellow-black form
out-of-focus straw hat brim | 0.7 | 0.05-0.15 | blurred braided fiber edge
single white daisy bloom | 0.55 | 0.03-0.1 | small bright petal head
slice of soft brie cheese | 0.5 | 0.03-0.1 | velvety pale rind
honey jar with wooden dipper | 0.55 | 0.03-0.1 | clear glass with golden liquid
wedge of fresh peach | 0.5 | 0.03-0.1 | velvety golden cut fruit
