# element: architecture_detail
# format: name | probability | coverage_range | texture

modular acoustic-ceiling panel grid | 0.95 | 0.1-0.3 | fabric-wrapped sound tile
track-light spotlight rail | 0.95 | 0.05-0.15 | row of adjustable spots
warm-pendant fixture halo | 0.85 | 0.05-0.15 | softly amber overhead bloom
recessed cove uplighting glow | 0.85 | 0.02-0.1 | warm hidden wall-edge wash
ceiling-edge plaster shadow line | 0.6 | 0.02-0.1 | subtly graded reveal line
frameless glass strategy-room reveal | 0.85 | 0.05-0.2 | minimal-frame partition
painted-modular trim-band stripe | 0.6 | 0.05-0.15 | bold accent paint stripe
LED ambient cove-light strip | 0.7 | 0.05-0.15 | thin glowing accent line
painted column-corner reveal | 0.55 | 0.02-0.1 | softly accented plaster edge
ceiling-mounted speaker grille flush | 0.55 | 0.02-0.08 | circular perforated disk
HVAC-supply diffuser grille | 0.7 | 0.05-0.15 | white louvered ceiling vent
daylight strategy-window glow patch | 0.85 | 0.05-0.2 | graded warm light pool
