# element: midground
# format: name | probability | coverage_range | texture

competition pool starting block row | 1.0 | 0.3-0.6 | track-style angled diving block
ten-lane aquatic competition pool | 1.0 | 0.4-0.7 | lane-roped clear-water field
backstroke flag overhead row | 0.85 | 0.1-0.3 | small triangle hanging pennant
center-deck starter podium | 0.85 | 0.2-0.4 | raised official platform
electronic touchpad endwall row | 0.95 | 0.2-0.4 | yellow-and-black touch panel
camera-rig poolside boom | 0.6 | 0.1-0.3 | underwater-cable broadcast unit
warm-down lane parallel area | 0.7 | 0.2-0.4 | secondary recovery lane
officials' walkway poolside line | 0.7 | 0.2-0.4 | deck-side referee path
stagger-painted lane number tab | 0.85 | 0.1-0.3 | lane-numeral end mark
starter horn-and-strobe stand | 0.55 | 0.1-0.3 | audio-trigger official unit
warmup-pool kickboard rack | 0.6 | 0.1-0.3 | stacked foam training boards
athlete pre-swim ready bench | 0.65 | 0.1-0.3 | ready-room bench seat
