# element: architecture_detail
# format: name | probability | coverage_range | texture

windowpanes ferned with frost | 0.55 | 0.05-0.2 | crystal gardens
door swollen and shoulder-opened | 0.45 | 0.03-0.1 | winter fit
steps packed to a slick ramp | 0.5 | 0.05-0.15 | treacherous grade
drift strata telling the storm history | 0.45 | 0.1-0.3 | layered chapters
snow load creaking the shed roof | 0.4 | 0.05-0.2 | weight complaint
buried rain barrel domed white | 0.4 | 0.03-0.1 | igloo cameo
wind scallops around every corner | 0.45 | 0.1-0.25 | carved eddies
blue shadow pooling in the path | 0.5 | 0.1-0.3 | cold light
glitter drift when the sun breaks | 0.45 | 0.1-0.3 | diamond air
eave icicle drips counting seconds | 0.45 | 0.03-0.1 | slow metronome
porch light cap of perfect snow | 0.4 | 0.01-0.05 | white beret
