# element: background
# format: name | probability | coverage_range | texture

white-painted scandi minimal wall | 1.0 | 0.7-1.0 | matte clean nordic surface
pale-oak veneer scandi accent panel | 0.95 | 0.7-1.0 | smooth blonde wood-grain
light-grey painted minimalist wall | 0.85 | 0.7-1.0 | matte cool nordic-pigment
birch-plywood smooth wall sheet | 0.7 | 0.6-1.0 | satin pale-grained sheet
soft-blush painted accent wall | 0.65 | 0.7-1.0 | matte muted dusty-pigment
warm cream-toned linen wall drape | 0.6 | 0.6-1.0 | softly rumpled natural weave
painted-pale-mint minimalist wall | 0.55 | 0.7-1.0 | matte cool-pigment paint
scandinavian-line-art print wall | 0.6 | 0.6-0.9 | framed minimalist line drawing
frameless-mirror wall accent | 0.55 | 0.6-0.9 | thin-edge reflective panel
painted matte-white nordic wall | 0.95 | 0.7-1.0 | matte clean designer surface
rough-textured plaster minimal wall | 0.6 | 0.6-1.0 | subtly trowel-marked finish
painted dust-grey minimal accent wall | 0.6 | 0.7-1.0 | matte muted pigment
