# element: architecture_detail
# format: name | probability | coverage_range | texture

daylight-bright large window panel | 1.0 | 0.1-0.3 | softly bright nordic glow
painted scandi door-frame trim | 0.85 | 0.05-0.15 | thin-edge pale wood casing
warm pendant cone-shade halo | 0.85 | 0.05-0.15 | softly amber overhead bloom
painted ceiling-edge minimal cornice | 0.7 | 0.05-0.15 | thin-profile reveal line
ceiling-edge plaster shadow line | 0.65 | 0.02-0.1 | subtly graded reveal
recessed cove uplighting halo | 0.6 | 0.02-0.1 | warm hidden wall-edge wash
nordic skylight diffusion panel | 0.7 | 0.05-0.15 | softly bright overhead glow
painted column-corner edge reveal | 0.55 | 0.02-0.1 | scuffed plaster-edge corner
scandi pendant-light cord drop | 0.7 | 0.02-0.08 | thin braided pendant cable
painted-trim baseboard edge | 0.55 | 0.02-0.1 | thin-profile paint reveal
frameless minimal-door reveal | 0.6 | 0.05-0.15 | minimal-frame partition
nordic window-mullion divider | 0.55 | 0.05-0.15 | thin-line painted frame
