# element: background
# format: name | probability | coverage_range | texture

floor-to-ceiling glass partition wall | 1.0 | 0.7-1.0 | clean tempered glazing
neutral grey acoustic panel wall | 0.95 | 0.7-1.0 | softly textured fabric tile
pale blue painted feature wall | 0.85 | 0.7-1.0 | matte corporate pigment
etched-frosted glass divider wall | 0.8 | 0.6-1.0 | softly diffused panel surface
white-painted gypsum office wall | 0.9 | 0.7-1.0 | smooth flat eggshell finish
branded company logo wall | 0.7 | 0.6-1.0 | matte vinyl-applied graphics
tinted privacy glass panel wall | 0.7 | 0.7-1.0 | subtly hazed glazing
perforated metal screen wall | 0.65 | 0.6-0.9 | fine punched aluminum
blue-grey carpet-tile lower wall band | 0.6 | 0.6-0.9 | low-pile commercial textile
modular system partition wall | 0.7 | 0.6-1.0 | powder-coated frame panels
light beech veneer accent wall | 0.65 | 0.6-1.0 | smooth pale wood face
etched company values quote wall | 0.55 | 0.6-0.9 | softly inlaid lettering
painted concrete column-row wall | 0.6 | 0.6-0.9 | flat smooth structural face
