# element: architecture_detail
# format: name | probability | coverage_range | texture

recessed troffer ceiling light | 0.95 | 0.05-0.2 | diffused panel overhead glow
HVAC ceiling supply diffuser | 0.8 | 0.05-0.15 | white louvered grille
emergency exit sign glow | 0.7 | 0.02-0.1 | softly green LED lettering
sprinkler head ceiling fitting | 0.6 | 0.02-0.08 | small chrome fixture
frameless glass door threshold | 0.75 | 0.05-0.15 | thin polished metal sill
aluminum window mullion edge | 0.7 | 0.05-0.15 | slim brushed vertical frame
fire alarm pull-station detail | 0.5 | 0.02-0.08 | red plastic wall plate
badge-reader access panel | 0.6 | 0.02-0.08 | small wall-mounted card pad
ceiling speaker grille flush | 0.55 | 0.02-0.08 | circular perforated disk
recessed downlight halo | 0.7 | 0.05-0.15 | soft circular pool of light
daylight window glow patch | 0.85 | 0.05-0.2 | graded warm light pool
painted ceiling-edge shadow line | 0.5 | 0.02-0.1 | subtle plaster reveal
